Timestamp,Day,Total,Westbound,Eastbound
2015-10-03 15:00:00,Saturday,37,16,21
2015-10-03 16:00:00,Saturday,43,20,23
2015-10-03 17:00:00,Saturday,47,16,31
2015-10-03 18:00:00,Saturday,37,24,13
2015-10-03 19:00:00,Saturday,31,15,16
2015-10-03 20:00:00,Saturday,30,22,8
2015-10-03 21:00:00,Saturday,15,10,5
2015-10-03 22:00:00,Saturday,25,24,1
2015-10-03 23:00:00,Saturday,13,13,0
2015-10-04 00:00:00,Sunday,8,6,2
2015-10-04 01:00:00,Sunday,8,6,2
2015-10-04 02:00:00,Sunday,1,1,0
2015-10-04 03:00:00,Sunday,3,2,1
2015-10-04 04:00:00,Sunday,0,0,0
2015-10-04 05:00:00,Sunday,5,2,3
2015-10-04 06:00:00,Sunday,5,1,4
2015-10-04 07:00:00,Sunday,11,2,9
2015-10-04 08:00:00,Sunday,16,6,10
2015-10-04 09:00:00,Sunday,26,8,18
2015-10-04 10:00:00,Sunday,34,12,22
2015-10-04 11:00:00,Sunday,38,14,24
2015-10-04 12:00:00,Sunday,52,18,34
2015-10-04 13:00:00,Sunday,48,16,32
2015-10-04 14:00:00,Sunday,44,24,20
2015-10-04 15:00:00,Sunday,41,18,23
2015-10-04 16:00:00,Sunday,32,21,11
2015-10-04 17:00:00,Sunday,52,31,21
2015-10-04 18:00:00,Sunday,37,26,11
2015-10-04 19:00:00,Sunday,27,16,11
2015-10-04 20:00:00,Sunday,19,11,8
2015-10-04 21:00:00,Sunday,17,12,5
2015-10-04 22:00:00,Sunday,20,16,4
2015-10-04 23:00:00,Sunday,9,8,1
2015-10-05 00:00:00,Monday,4,4,0
2015-10-05 01:00:00,Monday,2,2,0
2015-10-05 02:00:00,Monday,1,0,1
2015-10-05 03:00:00,Monday,0,0,0
2015-10-05 04:00:00,Monday,3,2,1
2015-10-05 05:00:00,Monday,5,0,5
2015-10-05 06:00:00,Monday,54,7,47
2015-10-05 07:00:00,Monday,131,24,107
2015-10-05 08:00:00,Monday,314,54,260
2015-10-05 09:00:00,Monday,202,29,173
2015-10-05 10:00:00,Monday,71,26,45
2015-10-05 11:00:00,Monday,65,22,43
2015-10-05 12:00:00,Monday,63,28,35
2015-10-05 13:00:00,Monday,49,27,22
2015-10-05 14:00:00,Monday,55,29,26
2015-10-05 15:00:00,Monday,60,44,16
2015-10-05 16:00:00,Monday,111,84,27
2015-10-05 17:00:00,Monday,278,246,32
2015-10-05 18:00:00,Monday,258,227,31
2015-10-05 19:00:00,Monday,112,91,21
2015-10-05 20:00:00,Monday,65,48,17
2015-10-05 21:00:00,Monday,41,35,6
2015-10-05 22:00:00,Monday,30,24,6
2015-10-05 23:00:00,Monday,16,13,3
2015-10-06 00:00:00,Tuesday,3,3,0
2015-10-06 01:00:00,Tuesday,4,4,0
2015-10-06 02:00:00,Tuesday,2,1,1
2015-10-06 03:00:00,Tuesday,0,0,0
2015-10-06 04:00:00,Tuesday,1,0,1
2015-10-06 05:00:00,Tuesday,9,0,9
2015-10-06 06:00:00,Tuesday,40,4,36
2015-10-06 07:00:00,Tuesday,130,18,112
2015-10-06 08:00:00,Tuesday,320,44,276
2015-10-06 09:00:00,Tuesday,210,34,176
2015-10-06 10:00:00,Tuesday,95,29,66
2015-10-06 11:00:00,Tuesday,69,31,38
2015-10-06 12:00:00,Tuesday,62,20,42
2015-10-06 13:00:00,Tuesday,66,34,32
2015-10-06 14:00:00,Tuesday,75,45,30
2015-10-06 15:00:00,Tuesday,62,43,19
2015-10-06 16:00:00,Tuesday,129,94,35
2015-10-06 17:00:00,Tuesday,298,258,40
2015-10-06 18:00:00,Tuesday,246,210,36
2015-10-06 19:00:00,Tuesday,130,107,23
2015-10-06 20:00:00,Tuesday,79,68,11
2015-10-06 21:00:00,Tuesday,39,34,5
2015-10-06 22:00:00,Tuesday,33,29,4
2015-10-06 23:00:00,Tuesday,14,14,0
2015-10-07 00:00:00,Wednesday,9,8,1
2015-10-07 01:00:00,Wednesday,6,5,1
2015-10-07 02:00:00,Wednesday,3,2,1
2015-10-07 03:00:00,Wednesday,0,0,0
2015-10-07 04:00:00,Wednesday,0,0,0
2015-10-07 05:00:00,Wednesday,7,0,7
2015-10-07 06:00:00,Wednesday,52,5,47
2015-10-07 07:00:00,Wednesday,139,22,117
2015-10-07 08:00:00,Wednesday,350,66,284
2015-10-07 09:00:00,Wednesday,202,39,163
2015-10-07 10:00:00,Wednesday,73,20,53
2015-10-07 11:00:00,Wednesday,58,21,37
2015-10-07 12:00:00,Wednesday,71,30,41
2015-10-07 13:00:00,Wednesday,56,28,28
2015-10-07 14:00:00,Wednesday,75,43,32
2015-10-07 15:00:00,Wednesday,74,47,27
2015-10-07 16:00:00,Wednesday,138,106,32
2015-10-07 17:00:00,Wednesday,304,252,52
2015-10-07 18:00:00,Wednesday,270,232,38
2015-10-07 19:00:00,Wednesday,145,123,22
2015-10-07 20:00:00,Wednesday,57,47,10
2015-10-07 21:00:00,Wednesday,53,36,17
2015-10-07 22:00:00,Wednesday,40,30,10
2015-10-07 23:00:00,Wednesday,31,28,3
2015-10-08 00:00:00,Thursday,10,8,2
2015-10-08 01:00:00,Thursday,3,2,1
2015-10-08 02:00:00,Thursday,8,5,3
2015-10-08 03:00:00,Thursday,1,1,0
2015-10-08 04:00:00,Thursday,6,3,3
2015-10-08 05:00:00,Thursday,3,1,2
2015-10-08 06:00:00,Thursday,36,4,32
2015-10-08 07:00:00,Thursday,150,24,126
2015-10-08 08:00:00,Thursday,323,62,261
2015-10-08 09:00:00,Thursday,183,30,153
2015-10-08 10:00:00,Thursday,86,21,65
2015-10-08 11:00:00,Thursday,67,20,47
2015-10-08 12:00:00,Thursday,66,38,28
2015-10-08 13:00:00,Thursday,60,31,29
2015-10-08 14:00:00,Thursday,70,39,31
2015-10-08 15:00:00,Thursday,71,52,19
2015-10-08 16:00:00,Thursday,137,98,39
2015-10-08 17:00:00,Thursday,302,259,43
2015-10-08 18:00:00,Thursday,269,221,48
2015-10-08 19:00:00,Thursday,137,113,24
2015-10-08 20:00:00,Thursday,68,52,16
2015-10-08 21:00:00,Thursday,43,35,8
2015-10-08 22:00:00,Thursday,36,22,14
2015-10-08 23:00:00,Thursday,24,21,3
2015-10-09 00:00:00,Friday,9,8,1
2015-10-09 01:00:00,Friday,7,5,2
2015-10-09 02:00:00,Friday,6,6,0
2015-10-09 03:00:00,Friday,5,3,2
2015-10-09 04:00:00,Friday,1,0,1
2015-10-09 05:00:00,Friday,3,0,3
2015-10-09 06:00:00,Friday,26,3,23
2015-10-09 07:00:00,Friday,90,16,74
2015-10-09 08:00:00,Friday,240,40,200
2015-10-09 09:00:00,Friday,165,27,138
2015-10-09 10:00:00,Friday,62,22,40
2015-10-09 11:00:00,Friday,64,19,45
2015-10-09 12:00:00,Friday,60,37,23
2015-10-09 13:00:00,Friday,65,35,30
2015-10-09 14:00:00,Friday,68,38,30
2015-10-09 15:00:00,Friday,68,54,14
2015-10-09 16:00:00,Friday,109,88,21
2015-10-09 17:00:00,Friday,145,126,19
2015-10-09 18:00:00,Friday,103,84,19
2015-10-09 19:00:00,Friday,39,32,7
2015-10-09 20:00:00,Friday,27,19,8
2015-10-09 21:00:00,Friday,17,13,4
2015-10-09 22:00:00,Friday,13,11,2
2015-10-09 23:00:00,Friday,10,8,2
2015-10-10 00:00:00,Saturday,8,7,1
2015-10-10 01:00:00,Saturday,8,6,2
2015-10-10 02:00:00,Saturday,3,2,1
2015-10-10 03:00:00,Saturday,1,1,0
2015-10-10 04:00:00,Saturday,2,0,2
2015-10-10 05:00:00,Saturday,1,0,1
2015-10-10 06:00:00,Saturday,10,2,8
2015-10-10 07:00:00,Saturday,11,1,10
2015-10-10 08:00:00,Saturday,21,7,14
2015-10-10 09:00:00,Saturday,32,12,20
2015-10-10 10:00:00,Saturday,31,10,21
2015-10-10 11:00:00,Saturday,31,14,17
2015-10-10 12:00:00,Saturday,58,19,39
2015-10-10 13:00:00,Saturday,48,23,25
2015-10-10 14:00:00,Saturday,47,25,22
2015-10-10 15:00:00,Saturday,57,26,31
2015-10-10 16:00:00,Saturday,34,22,12
2015-10-10 17:00:00,Saturday,47,31,16
2015-10-10 18:00:00,Saturday,28,16,12
2015-10-10 19:00:00,Saturday,27,15,12
2015-10-10 20:00:00,Saturday,24,15,9
2015-10-10 21:00:00,Saturday,18,15,3
2015-10-10 22:00:00,Saturday,18,9,9
2015-10-10 23:00:00,Saturday,16,13,3
2015-10-11 00:00:00,Sunday,7,3,4
2015-10-11 01:00:00,Sunday,5,4,1
2015-10-11 02:00:00,Sunday,4,4,0
2015-10-11 03:00:00,Sunday,1,1,0
2015-10-11 04:00:00,Sunday,0,0,0
2015-10-11 05:00:00,Sunday,2,0,2
2015-10-11 06:00:00,Sunday,9,0,9
2015-10-11 07:00:00,Sunday,5,2,3
2015-10-11 08:00:00,Sunday,16,3,13
2015-10-11 09:00:00,Sunday,26,13,13
2015-10-11 10:00:00,Sunday,34,9,25
2015-10-11 11:00:00,Sunday,39,14,25
2015-10-11 12:00:00,Sunday,51,27,24
2015-10-11 13:00:00,Sunday,36,18,18
2015-10-11 14:00:00,Sunday,36,16,20
2015-10-11 15:00:00,Sunday,63,30,33
2015-10-11 16:00:00,Sunday,41,21,20
2015-10-11 17:00:00,Sunday,45,24,21
2015-10-11 18:00:00,Sunday,32,20,12
2015-10-11 19:00:00,Sunday,34,30,4
2015-10-11 20:00:00,Sunday,26,22,4
2015-10-11 21:00:00,Sunday,15,11,4
2015-10-11 22:00:00,Sunday,13,9,4
2015-10-11 23:00:00,Sunday,9,8,1
2015-10-12 00:00:00,Monday,6,6,0
2015-10-12 01:00:00,Monday,0,0,0
2015-10-12 02:00:00,Monday,2,2,0
2015-10-12 03:00:00,Monday,0,0,0
2015-10-12 04:00:00,Monday,1,0,1
2015-10-12 05:00:00,Monday,7,2,5
2015-10-12 06:00:00,Monday,20,3,17
2015-10-12 07:00:00,Monday,65,13,52
2015-10-12 08:00:00,Monday,127,26,101
2015-10-12 09:00:00,Monday,113,20,93
2015-10-12 10:00:00,Monday,72,25,47
2015-10-12 11:00:00,Monday,59,23,36
2015-10-12 12:00:00,Monday,70,33,37
2015-10-12 13:00:00,Monday,68,38,30
2015-10-12 14:00:00,Monday,72,37,35
2015-10-12 15:00:00,Monday,77,51,26
2015-10-12 16:00:00,Monday,107,82,25
2015-10-12 17:00:00,Monday,168,132,36
2015-10-12 18:00:00,Monday,119,97,22
2015-10-12 19:00:00,Monday,64,51,13
2015-10-12 20:00:00,Monday,44,35,9
2015-10-12 21:00:00,Monday,24,20,4
2015-10-12 22:00:00,Monday,21,17,4
2015-10-12 23:00:00,Monday,11,8,3
2015-10-13 00:00:00,Tuesday,3,1,2
2015-10-13 01:00:00,Tuesday,5,5,0
2015-10-13 02:00:00,Tuesday,2,1,1
2015-10-13 03:00:00,Tuesday,2,2,0
2015-10-13 04:00:00,Tuesday,4,1,3
2015-10-13 05:00:00,Tuesday,10,1,9
2015-10-13 06:00:00,Tuesday,45,6,39
2015-10-13 07:00:00,Tuesday,98,16,82
2015-10-13 08:00:00,Tuesday,156,16,140
2015-10-13 09:00:00,Tuesday,153,33,120
2015-10-13 10:00:00,Tuesday,46,14,32
2015-10-13 11:00:00,Tuesday,41,21,20
2015-10-13 12:00:00,Tuesday,48,23,25
2015-10-13 13:00:00,Tuesday,41,16,25
2015-10-13 14:00:00,Tuesday,43,22,21
2015-10-13 15:00:00,Tuesday,58,37,21
2015-10-13 16:00:00,Tuesday,83,62,21
2015-10-13 17:00:00,Tuesday,191,164,27
2015-10-13 18:00:00,Tuesday,173,148,25
2015-10-13 19:00:00,Tuesday,93,84,9
2015-10-13 20:00:00,Tuesday,55,36,19
2015-10-13 21:00:00,Tuesday,33,28,5
2015-10-13 22:00:00,Tuesday,24,21,3
2015-10-13 23:00:00,Tuesday,15,11,4
2015-10-14 00:00:00,Wednesday,9,8,1
2015-10-14 01:00:00,Wednesday,4,4,0
2015-10-14 02:00:00,Wednesday,2,1,1
2015-10-14 03:00:00,Wednesday,0,0,0
2015-10-14 04:00:00,Wednesday,2,2,0
2015-10-14 05:00:00,Wednesday,9,0,9
2015-10-14 06:00:00,Wednesday,43,5,38
2015-10-14 07:00:00,Wednesday,142,32,110
2015-10-14 08:00:00,Wednesday,349,55,294
2015-10-14 09:00:00,Wednesday,234,45,189
2015-10-14 10:00:00,Wednesday,83,24,59
2015-10-14 11:00:00,Wednesday,66,20,46
2015-10-14 12:00:00,Wednesday,79,38,41
2015-10-14 13:00:00,Wednesday,60,28,32
2015-10-14 14:00:00,Wednesday,68,46,22
2015-10-14 15:00:00,Wednesday,60,37,23
2015-10-14 16:00:00,Wednesday,122,92,30
2015-10-14 17:00:00,Wednesday,290,256,34
2015-10-14 18:00:00,Wednesday,219,178,41
2015-10-14 19:00:00,Wednesday,135,113,22
2015-10-14 20:00:00,Wednesday,71,61,10
2015-10-14 21:00:00,Wednesday,54,47,7
2015-10-14 22:00:00,Wednesday,39,30,9
2015-10-14 23:00:00,Wednesday,26,20,6
2015-10-15 00:00:00,Thursday,11,9,2
2015-10-15 01:00:00,Thursday,5,3,2
2015-10-15 02:00:00,Thursday,4,3,1
2015-10-15 03:00:00,Thursday,0,0,0
2015-10-15 04:00:00,Thursday,0,0,0
2015-10-15 05:00:00,Thursday,13,0,13
2015-10-15 06:00:00,Thursday,38,5,33
2015-10-15 07:00:00,Thursday,123,22,101
2015-10-15 08:00:00,Thursday,322,45,277
2015-10-15 09:00:00,Thursday,219,39,180
2015-10-15 10:00:00,Thursday,91,25,66
2015-10-15 11:00:00,Thursday,66,35,31
2015-10-15 12:00:00,Thursday,65,30,35
2015-10-15 13:00:00,Thursday,80,36,44
2015-10-15 14:00:00,Thursday,50,26,24
2015-10-15 15:00:00,Thursday,69,44,25
2015-10-15 16:00:00,Thursday,136,98,38
2015-10-15 17:00:00,Thursday,270,223,47
2015-10-15 18:00:00,Thursday,253,216,37
2015-10-15 19:00:00,Thursday,120,104,16
2015-10-15 20:00:00,Thursday,70,58,12
2015-10-15 21:00:00,Thursday,51,41,10
2015-10-15 22:00:00,Thursday,40,32,8
2015-10-15 23:00:00,Thursday,28,21,7
2015-10-16 00:00:00,Friday,9,8,1
2015-10-16 01:00:00,Friday,5,3,2
2015-10-16 02:00:00,Friday,2,2,0
2015-10-16 03:00:00,Friday,2,1,1
2015-10-16 04:00:00,Friday,2,0,2
2015-10-16 05:00:00,Friday,11,3,8
2015-10-16 06:00:00,Friday,35,7,28
2015-10-16 07:00:00,Friday,85,14,71
2015-10-16 08:00:00,Friday,271,44,227
2015-10-16 09:00:00,Friday,154,28,126
2015-10-16 10:00:00,Friday,77,18,59
2015-10-16 11:00:00,Friday,51,20,31
2015-10-16 12:00:00,Friday,82,39,43
2015-10-16 13:00:00,Friday,54,32,22
2015-10-16 14:00:00,Friday,67,49,18
2015-10-16 15:00:00,Friday,77,56,21
2015-10-16 16:00:00,Friday,121,85,36
2015-10-16 17:00:00,Friday,233,203,30
2015-10-16 18:00:00,Friday,213,175,38
2015-10-16 19:00:00,Friday,92,71,21
2015-10-16 20:00:00,Friday,42,32,10
2015-10-16 21:00:00,Friday,39,30,9
2015-10-16 22:00:00,Friday,19,13,6
2015-10-16 23:00:00,Friday,20,15,5
2015-10-17 00:00:00,Saturday,16,13,3
2015-10-17 01:00:00,Saturday,7,6,1
2015-10-17 02:00:00,Saturday,5,5,0
2015-10-17 03:00:00,Saturday,1,0,1
2015-10-17 04:00:00,Saturday,1,0,1
2015-10-17 05:00:00,Saturday,0,0,0
2015-10-17 06:00:00,Saturday,6,1,5
2015-10-17 07:00:00,Saturday,16,5,11
2015-10-17 08:00:00,Saturday,17,5,12
2015-10-17 09:00:00,Saturday,28,10,18
2015-10-17 10:00:00,Saturday,29,14,15
2015-10-17 11:00:00,Saturday,38,15,23
2015-10-17 12:00:00,Saturday,62,21,41
2015-10-17 13:00:00,Saturday,44,25,19
2015-10-17 14:00:00,Saturday,44,14,30
2015-10-17 15:00:00,Saturday,43,22,21
2015-10-17 16:00:00,Saturday,42,26,16
2015-10-17 17:00:00,Saturday,40,22,18
2015-10-17 18:00:00,Saturday,38,22,16
2015-10-17 19:00:00,Saturday,33,23,10
2015-10-17 20:00:00,Saturday,29,20,9
2015-10-17 21:00:00,Saturday,22,12,10
2015-10-17 22:00:00,Saturday,8,8,0
2015-10-17 23:00:00,Saturday,20,17,3
2015-10-18 00:00:00,Sunday,15,8,7
2015-10-18 01:00:00,Sunday,4,1,3
2015-10-18 02:00:00,Sunday,4,3,1
2015-10-18 03:00:00,Sunday,4,4,0
2015-10-18 04:00:00,Sunday,1,0,1
2015-10-18 05:00:00,Sunday,3,2,1
2015-10-18 06:00:00,Sunday,6,0,6
2015-10-18 07:00:00,Sunday,13,2,11
2015-10-18 08:00:00,Sunday,13,3,10
2015-10-18 09:00:00,Sunday,27,13,14
2015-10-18 10:00:00,Sunday,26,8,18
2015-10-18 11:00:00,Sunday,38,16,22
2015-10-18 12:00:00,Sunday,32,11,21
2015-10-18 13:00:00,Sunday,28,15,13
2015-10-18 14:00:00,Sunday,37,20,17
2015-10-18 15:00:00,Sunday,33,18,15
2015-10-18 16:00:00,Sunday,31,18,13
2015-10-18 17:00:00,Sunday,19,13,6
2015-10-18 18:00:00,Sunday,29,20,9
2015-10-18 19:00:00,Sunday,29,21,8
2015-10-18 20:00:00,Sunday,13,11,2
2015-10-18 21:00:00,Sunday,15,9,6
2015-10-18 22:00:00,Sunday,13,8,5
2015-10-18 23:00:00,Sunday,5,3,2
2015-10-19 00:00:00,Monday,4,4,0
2015-10-19 01:00:00,Monday,0,0,0
2015-10-19 02:00:00,Monday,0,0,0
2015-10-19 03:00:00,Monday,0,0,0
2015-10-19 04:00:00,Monday,1,1,0
2015-10-19 05:00:00,Monday,6,1,5
2015-10-19 06:00:00,Monday,33,7,26
2015-10-19 07:00:00,Monday,82,12,70
2015-10-19 08:00:00,Monday,245,44,201
2015-10-19 09:00:00,Monday,183,37,146
2015-10-19 10:00:00,Monday,75,22,53
2015-10-19 11:00:00,Monday,55,17,38
2015-10-19 12:00:00,Monday,50,22,28
2015-10-19 13:00:00,Monday,42,21,21
2015-10-19 14:00:00,Monday,48,32,16
2015-10-19 15:00:00,Monday,53,35,18
2015-10-19 16:00:00,Monday,113,88,25
2015-10-19 17:00:00,Monday,243,206,37
2015-10-19 18:00:00,Monday,206,183,23
2015-10-19 19:00:00,Monday,98,83,15
2015-10-19 20:00:00,Monday,57,44,13
2015-10-19 21:00:00,Monday,40,32,8
2015-10-19 22:00:00,Monday,35,25,10
2015-10-19 23:00:00,Monday,6,6,0
2015-10-20 00:00:00,Tuesday,9,7,2
2015-10-20 01:00:00,Tuesday,2,2,0
2015-10-20 02:00:00,Tuesday,4,2,2
2015-10-20 03:00:00,Tuesday,1,1,0
2015-10-20 04:00:00,Tuesday,3,1,2
2015-10-20 05:00:00,Tuesday,10,1,9
2015-10-20 06:00:00,Tuesday,38,5,33
2015-10-20 07:00:00,Tuesday,107,13,94
2015-10-20 08:00:00,Tuesday,299,44,255
2015-10-20 09:00:00,Tuesday,182,39,143
2015-10-20 10:00:00,Tuesday,94,25,69
2015-10-20 11:00:00,Tuesday,56,21,35
2015-10-20 12:00:00,Tuesday,51,28,23
2015-10-20 13:00:00,Tuesday,44,23,21
2015-10-20 14:00:00,Tuesday,59,34,25
2015-10-20 15:00:00,Tuesday,51,40,11
2015-10-20 16:00:00,Tuesday,125,91,34
2015-10-20 17:00:00,Tuesday,260,220,40
2015-10-20 18:00:00,Tuesday,210,179,31
2015-10-20 19:00:00,Tuesday,102,84,18
2015-10-20 20:00:00,Tuesday,61,51,10
2015-10-20 21:00:00,Tuesday,61,47,14
2015-10-20 22:00:00,Tuesday,32,27,5
2015-10-20 23:00:00,Tuesday,16,13,3
2015-10-21 00:00:00,Wednesday,6,3,3
2015-10-21 01:00:00,Wednesday,4,3,1
2015-10-21 02:00:00,Wednesday,2,1,1
2015-10-21 03:00:00,Wednesday,1,1,0
2015-10-21 04:00:00,Wednesday,1,0,1
2015-10-21 05:00:00,Wednesday,8,0,8
2015-10-21 06:00:00,Wednesday,38,4,34
2015-10-21 07:00:00,Wednesday,121,15,106
2015-10-21 08:00:00,Wednesday,273,47,226
2015-10-21 09:00:00,Wednesday,150,21,129
2015-10-21 10:00:00,Wednesday,63,15,48
2015-10-21 11:00:00,Wednesday,54,17,37
2015-10-21 12:00:00,Wednesday,43,20,23
2015-10-21 13:00:00,Wednesday,53,34,19
2015-10-21 14:00:00,Wednesday,51,26,25
2015-10-21 15:00:00,Wednesday,55,35,20
2015-10-21 16:00:00,Wednesday,119,86,33
2015-10-21 17:00:00,Wednesday,236,206,30
2015-10-21 18:00:00,Wednesday,207,171,36
2015-10-21 19:00:00,Wednesday,95,74,21
2015-10-21 20:00:00,Wednesday,66,53,13
2015-10-21 21:00:00,Wednesday,48,33,15
2015-10-21 22:00:00,Wednesday,27,23,4
2015-10-21 23:00:00,Wednesday,25,18,7
2015-10-22 00:00:00,Thursday,8,6,2
2015-10-22 01:00:00,Thursday,4,2,2
2015-10-22 02:00:00,Thursday,3,2,1
2015-10-22 03:00:00,Thursday,3,3,0
2015-10-22 04:00:00,Thursday,3,1,2
2015-10-22 05:00:00,Thursday,5,1,4
2015-10-22 06:00:00,Thursday,37,8,29
2015-10-22 07:00:00,Thursday,107,17,90
2015-10-22 08:00:00,Thursday,290,49,241
2015-10-22 09:00:00,Thursday,187,31,156
2015-10-22 10:00:00,Thursday,91,20,71
2015-10-22 11:00:00,Thursday,57,20,37
2015-10-22 12:00:00,Thursday,75,34,41
2015-10-22 13:00:00,Thursday,54,26,28
2015-10-22 14:00:00,Thursday,55,26,29
2015-10-22 15:00:00,Thursday,52,32,20
2015-10-22 16:00:00,Thursday,137,97,40
2015-10-22 17:00:00,Thursday,296,227,69
2015-10-22 18:00:00,Thursday,227,181,46
2015-10-22 19:00:00,Thursday,120,101,19
2015-10-22 20:00:00,Thursday,63,54,9
2015-10-22 21:00:00,Thursday,40,33,7
2015-10-22 22:00:00,Thursday,29,24,5
2015-10-22 23:00:00,Thursday,23,16,7
2015-10-23 00:00:00,Friday,9,8,1
2015-10-23 01:00:00,Friday,7,5,2
2015-10-23 02:00:00,Friday,5,3,2
2015-10-23 03:00:00,Friday,2,2,0
2015-10-23 04:00:00,Friday,2,0,2
2015-10-23 05:00:00,Friday,10,2,8
2015-10-23 06:00:00,Friday,26,5,21
2015-10-23 07:00:00,Friday,98,20,78
2015-10-23 08:00:00,Friday,288,54,234
2015-10-23 09:00:00,Friday,164,28,136
2015-10-23 10:00:00,Friday,67,18,49
2015-10-23 11:00:00,Friday,58,17,41
2015-10-23 12:00:00,Friday,54,26,28
2015-10-23 13:00:00,Friday,49,33,16
2015-10-23 14:00:00,Friday,58,39,19
2015-10-23 15:00:00,Friday,73,48,25
2015-10-23 16:00:00,Friday,112,83,29
2015-10-23 17:00:00,Friday,245,210,35
2015-10-23 18:00:00,Friday,187,162,25
2015-10-23 19:00:00,Friday,80,65,15
2015-10-23 20:00:00,Friday,47,31,16
2015-10-23 21:00:00,Friday,33,24,9
2015-10-23 22:00:00,Friday,30,21,9
2015-10-23 23:00:00,Friday,16,15,1
2015-10-24 00:00:00,Saturday,11,10,1
2015-10-24 01:00:00,Saturday,8,6,2
2015-10-24 02:00:00,Saturday,3,3,0
2015-10-24 03:00:00,Saturday,2,1,1
2015-10-24 04:00:00,Saturday,2,2,0
2015-10-24 05:00:00,Saturday,4,0,4
2015-10-24 06:00:00,Saturday,6,2,4
2015-10-24 07:00:00,Saturday,10,2,8
2015-10-24 08:00:00,Saturday,20,5,15
2015-10-24 09:00:00,Saturday,33,11,22
2015-10-24 10:00:00,Saturday,36,10,26
2015-10-24 11:00:00,Saturday,40,15,25
2015-10-24 12:00:00,Saturday,41,14,27
2015-10-24 13:00:00,Saturday,48,22,26
2015-10-24 14:00:00,Saturday,47,28,19
2015-10-24 15:00:00,Saturday,46,27,19
2015-10-24 16:00:00,Saturday,32,16,16
2015-10-24 17:00:00,Saturday,29,19,10
2015-10-24 18:00:00,Saturday,25,15,10
2015-10-24 19:00:00,Saturday,26,17,9
2015-10-24 20:00:00,Saturday,19,14,5
2015-10-24 21:00:00,Saturday,20,12,8
2015-10-24 22:00:00,Saturday,15,10,5
2015-10-24 23:00:00,Saturday,13,10,3
2015-10-25 00:00:00,Sunday,12,7,5
2015-10-25 01:00:00,Sunday,7,6,1
2015-10-25 02:00:00,Sunday,4,4,0
2015-10-25 03:00:00,Sunday,2,1,1
2015-10-25 04:00:00,Sunday,0,0,0
2015-10-25 05:00:00,Sunday,2,0,2
2015-10-25 06:00:00,Sunday,4,0,4
2015-10-25 07:00:00,Sunday,4,3,1
2015-10-25 08:00:00,Sunday,12,3,9
2015-10-25 09:00:00,Sunday,14,6,8
2015-10-25 10:00:00,Sunday,30,12,18
2015-10-25 11:00:00,Sunday,25,8,17
2015-10-25 12:00:00,Sunday,36,11,25
2015-10-25 13:00:00,Sunday,32,14,18
2015-10-25 14:00:00,Sunday,25,8,17
2015-10-25 15:00:00,Sunday,40,20,20
2015-10-25 16:00:00,Sunday,35,16,19
2015-10-25 17:00:00,Sunday,30,18,12
2015-10-25 18:00:00,Sunday,44,31,13
2015-10-25 19:00:00,Sunday,27,18,9
2015-10-25 20:00:00,Sunday,21,12,9
2015-10-25 21:00:00,Sunday,5,3,2
2015-10-25 22:00:00,Sunday,11,10,1
2015-10-25 23:00:00,Sunday,11,8,3
2015-10-26 00:00:00,Monday,6,6,0
2015-10-26 01:00:00,Monday,2,2,0
2015-10-26 02:00:00,Monday,2,1,1
2015-10-26 03:00:00,Monday,2,0,2
2015-10-26 04:00:00,Monday,0,0,0
2015-10-26 05:00:00,Monday,9,0,9
2015-10-26 06:00:00,Monday,39,5,34
2015-10-26 07:00:00,Monday,108,16,92
2015-10-26 08:00:00,Monday,298,46,252
2015-10-26 09:00:00,Monday,183,34,149
2015-10-26 10:00:00,Monday,73,21,52
2015-10-26 11:00:00,Monday,51,21,30
2015-10-26 12:00:00,Monday,60,23,37
2015-10-26 13:00:00,Monday,58,31,27
2015-10-26 14:00:00,Monday,54,31,23
2015-10-26 15:00:00,Monday,69,47,22
2015-10-26 16:00:00,Monday,121,100,21
2015-10-26 17:00:00,Monday,257,228,29
2015-10-26 18:00:00,Monday,256,214,42
2015-10-26 19:00:00,Monday,117,98,19
2015-10-26 20:00:00,Monday,59,49,10
2015-10-26 21:00:00,Monday,33,25,8
2015-10-26 22:00:00,Monday,25,21,4
2015-10-26 23:00:00,Monday,16,10,6
2015-10-27 00:00:00,Tuesday,4,3,1
2015-10-27 01:00:00,Tuesday,2,1,1
2015-10-27 02:00:00,Tuesday,6,6,0
2015-10-27 03:00:00,Tuesday,1,0,1
2015-10-27 04:00:00,Tuesday,2,0,2
2015-10-27 05:00:00,Tuesday,6,2,4
2015-10-27 06:00:00,Tuesday,33,9,24
2015-10-27 07:00:00,Tuesday,115,12,103
2015-10-27 08:00:00,Tuesday,304,50,254
2015-10-27 09:00:00,Tuesday,191,33,158
2015-10-27 10:00:00,Tuesday,90,24,66
2015-10-27 11:00:00,Tuesday,63,26,37
2015-10-27 12:00:00,Tuesday,55,28,27
2015-10-27 13:00:00,Tuesday,59,26,33
2015-10-27 14:00:00,Tuesday,55,36,19
2015-10-27 15:00:00,Tuesday,53,34,19
2015-10-27 16:00:00,Tuesday,117,90,27
2015-10-27 17:00:00,Tuesday,276,235,41
2015-10-27 18:00:00,Tuesday,231,191,40
2015-10-27 19:00:00,Tuesday,111,95,16
2015-10-27 20:00:00,Tuesday,74,63,11
